;username;text;sentiment;clean_teks
1784;@FirzaHusainID;"Pakar komunikasi politik UPH, Emrus Sihombing mengatakan, hal itu berdasarkan pujian politisi senior PDIP Sumantri Suwarno kpd ET yg bnyk melakukan perubahan di BUMN. 

Pengamat : PDI Perjuangan Mulai Dekati Erick Thohir utk Pilpres 2024 https://suara.com/news/2022/05/23/141205/pengamat-ini-sebut-pdi-perjuangan-mulai-dekati-erick-thohir-untuk-pilpres-2024?utm_source=twitter&utm_medium=share…
#BangkitBersamaET";Positif;pakar komunikasi politik uph emrus sihombing dasar puji politis senior pdip sumantri suwarno et ubah bumn amat pdi juang dekat erick thohir pilpres bangkitbersamaet
1785;@Pakamkalam;"Kadrun bakal jadi mainan Imin

Rangkul Para Habib, Cak Imin Klaim Bakal Bisa Memenangkan Pemilu 2024  -";Positif;kadrun main imin rangkul habib cak imin klaim menang milu
1786;@kpu_jeneponto;"Sekretariat KPU Kabupaten Jeneponto menyusun RAB dan KAK Pemilihan Serentak Tahun 2024 di ruang Rumah Pintar Pemilu KPU Kabupaten Jeneponto. Rabu, 25/5/2022.

https://kab-jeneponto.kpu.go.id/berita/baca/7881/sekretariat-kpu-kabupaten-jeneponto-menyusun-rab-dan-kak-pemilihan-serentak-tahun-2024#… 

#KPUMelayani
#PemiluSerentak2024";Positif;sekretariat kpu kabupaten jeneponto susun rab kak pilih serentak ruang rumah pintar milu kpu kabupaten jeneponto rabu kpumelayani pemiluserentak
1787;@adiba_permany;"DPW Nasdem Lampung usulkan Erick Thohir maju menjadi Capres pada Pemilu 2024 


@erickthohir

#ErickThohirJugaKan";Netral;dpw nasdem lampung usul erick thohir maju capres milu erickthohir erickthohirjugakan
1788;@JARICK___;"Ternyata ini alasan Pak Menteri Erick Thohir 
@erickthohir
 terus didorong untuk maju pada Pilpres 2024 nanti. 

Idealisme pembangunan erick thohir sejalan dengan 
@jokowi
 

#BangkitBersamaET";Positif;alas menteri erick thohir erickthohir dorong maju pilpres idealisme bangun erick thohir jalan jokowi bangkitbersamaet
1789;@jdihkpumuratara;"Hai #SobatJDIH, tahukah kamu siapa saja yang dipilih saat Pemilu Serentak Tahun 2024 nanti? Selengkapnya di infografik ini ya.. 

#jdihkpu 
#jdihkpumuratara 
#kpumuratara";Netral;hai sobatjdih tahu pilih milu serentak lengkap infografik ya jdihkpu jdihkpumuratara kpumuratara
1790;@KedaiPenaCom;AHY: Kembalikan Kejayaan Demokrat Jabar pada Pemilu 2024;Positif;ahy kembali jaya demokrat jawa barat milu
1791;@BalkonJakarta;HT Tegaskan Partai Perindo All Out pada Pemilu 2024;Positif;ht tegas partai perindo all out milu
1792;@golkarpedia;"Koalisi Indonesia Bersatu Bakal Wujudkan Duet Airlangga Hartarto-Zulkifli Hasan Di Pilpres 2024?
https://golkarpedia.com/id/baca/26366-koalisi-indonesia-bersatu-bakal-wujudkan-duet-airlangga-hartarto-zulkifli-hasan-di-pilpres-2024…
#AirlanggaHartarto #airlanggapemersatu #airlanggasolusiekonomirakyat #KIB #PAN #ZulkifliHasan";Positif;koalisi indonesia satu wujud duet airlangga hartartozulkifli hasan pilpres airlanggahartarto airlanggapemersatu airlanggasolusiekonomirakyat kib pan zulkiflihasan
1793;@OfficialiNewsTV;"Polri akan menggelar operasi khusus untuk mengamankan kegiatan Pemilu 2024 mendatang. Operasi ini diberi sandi Operasi Mantap Brata. YLD

Selengkapnya:
https://instagram.com/p/Cd90vYuuw5Q/

#iNews #Polri #Pemilu2024";Positif;polri gelar operasi khusus aman giat milu operasi sandi operasi mantap brata yld lengkap inews polri milu
1794;@BimataIndonesia;DPC Gerindra Polewali Mandar Apresiasi Kegiatan KPU Sosialisasi Rancangan Tahapan Parpol Pemilu 2024;Positif;dpc gerindra polewali mandar apresiasi giat kpu sosialisasi rancang tahap parpol milu
1795;@Beritagemparcom;Rangkul Para Habib, Cak Imin Klaim Bakal Bisa Memenangkan Pemilu 2024 https://beritagempar.com/rangkul-para-habib-cak-imin-klaim-bakal-bisa-memenangkan-pemilu-2024/…;Positif;rangkul habib cak imin klaim menang milu
1796;@VanessaTiara5;"Erick Thohir didukung maju jadi Capres di pemilu 2024 oleh ketua DPW Lampung , Herman HN.
#ErickThohirJugaKan";Positif;erick thohir dukung maju capres milu ketua dpw lampung herman hn erickthohirjugakan
1797;@fkcommunication;DPR Tunda Rapat Proses Pemilu 2024 Senin Depan https://forumkeadilan.com/headline/dpr-tunda-rapat-proses-pemilu-2024-senin-depan/… via @Forum Keadilan;Negatif;dpr tunda rapat proses milu senin via forum adil
1798;@SINDOnews;KIB Buka Peluang Calonkan Anies hingga Ganjar di Pilpres 2024;Positif;kib buka peluang calon anies ganjar pilpres
1799;@chaterine_lie27;"Ketua GP Ansor Sumantri Suwarno apresiasi kinerja 
@erickthohir
 yg berhasil melakukan banyak perubahan dgn terealiasasinya program transformasi BUMN & peran besar ET dlm penanganan pandemi 

Hal ini menjadi sinyal dukungan kpd ET utk maju pd Pilpres 2024

#BangkitBersamaET";Positif;ketua gp ansor sumantri suwarno apresiasi kerja erickthohir hasil ubah terealiasasinya program transformasi bumn peran et tangan pandemi sinyal dukung et maju pd pilpres bangkitbersamaet
1800;@Bobadriana1;"Menuju pemilu 2024 DPW nasdem lampung usulkan Erick thohir jadi capres di pemilu 2024 nanti gais 
#ErickThohirJugaKan";Netral;milu dpw nasdem lampung usul erick thohir capres milu gais erickthohirjugakan
1801;@hariankompas;"Persiapan untuk memulai tahapan Pemilu 2024 semakin mepet. Pasalnya, Peraturan Komisi Pemilihan Umum tentang Tahapan, Program, dan Jadwal belum juga bisa diundangkan. Legitimasi pemilu pun bisa dipertanyakan. #Polhuk #AdadiKompas 
@YogiWistyo


@iqbalbasyari";Negatif;siap tahap milu mepet pasal atur komisi pilih tahap program jadwal undang legitimasi milu polhuk adadikompas yogiwistyo iqbalbasyari
1802;@AishaFredellia;"Ketua DPW Nasdem Lampung Herman HN mengusulkan Erick Thohir sebagai Capres untuk Pemilu 2024
#ErickThohirJugaKan";Netral;ketua dpw nasdem lampung herman hn usul erick thohir capres milu erickthohirjugakan
1803;@jijindut;"Sukarelawan Banteng Lawasan asal DIY ini bersama komunitas Koncone Ganjar merapat ke Relawan Sahabat Ganjar.

Mereka bersepakat untuk memenangkan 
@ganjarpranowo
 menjadi Presiden dalam Pilpres 2024 mendatang
Yang Benar Pilih Ganjar
#SahabatGanjar";Positif;sukarelawan banteng lawas diy komunitas koncone ganjar rapat rawan sahabat ganjar sepakat menang ganjarpranowo presiden pilpres pilih ganjar sahabatganjar
1804;@kontenislam_com;Kajian Politik Merah Putih: Jokowi Diduga Difungsikan Makelar Ganjar untuk Berselingkuh Oligarki di Pilpres 2024 https://bit.ly/3wPODQC;Netral;kaji politik merah putih jokowi duga fungsi makelar ganjar selingkuh oligarki pilpres
1805;@its_funnie;"Wih wih... Sinyal apa nih???
PDI-P mulai mepet ke 
@erickthohir
 loh.. Apakah utk Pilpres 2024??
Kalau menurut pendapat dr Pakar Komunikasi Politik dr Universitas Pelita Harapan, PDIP telah mendekati orang tepat.
Menurutmu gimana???

#BangkitBersamaET
https://suara.com/news/2022/05/23/141205/pengamat-ini-sebut-pdi-perjuangan-mulai-dekati-erick-thohir-untuk-pilpres-2024…";Positif;wih wih sinyal nih pdip mepet erickthohir loh pilpres dapat pakar komunikasi politik universitas pelita harap pdip dekat orang turut bangkitbersamaet
1806;@Rarasss0;"Ridwan Kamil siap maju di pilpres tahun 2024,BersamaJuara dan seluruh pendukung siap mensukseskan pilpres tahun 2024 bersama Ridwan Kamil
Kang Emil";Positif;ridwan kamil maju pilpres bersamajuara dukung sukses pilpres ridwan kamil kang emil
1807;@ngada_kpu;"#TemanPemilih, KPU Kab. Ngada Rabu, 25 Mei 2022  diwakili oleh Ketua, Anggota Komisioner, dan Sekretaris  telah melaksanakan Koordinasi dengan Kadis Kominfo Ngada dalam rangka persiapan menuju Tahapan Pemilu & Pemilihan 2024.

#KPUNgada
#KPUMelayani
#PemilihanSerentak2024";Positif;temanpemilih kpu kab ngada rabu mei wakil ketua anggota komisioner sekretaris laksana koordinasi kad komunikasi informatika ngada rangka siap tahap milu pilih kpungada kpumelayani pemilihanserentak
1808;@DamaiHariLubis;Namun skenarionya harus seperti itu, dapat dipastikan tidaklah mungkin Megawati memihak Ganjar ? Ganjar untuk melawan Puan Putri Kandungnya. Namun jika benar adanya, inilah jeniusnya rekayasa pilpres 2024 namun disayangkan amat mudah terbaca.;Positif;skenario megawati ganjar ganjar lawan puan putri kandung jenius rekayasa pilpres sayang mudah baca
1809;@Simple_Man1701;"Jokowi punya kewajiban moral & wajar jika ingin pencapaiannya selama ini dilajutkan presiden selanjutnya

Militansi Projo & banyaknya loyalis Jokowi memang bisa menjadi king maker non partai di Pilpres 2024

Tapi apakah Jokowi berani jika harus berseberangan pilihan dengan PDI-P.";Positif;jokowi wajib moral wajar capai dilajutkan presiden militansi projo banyak loyalis jokowi king maker non partai pilpres jokowi berani berangan pilih pdip
1810;@LeadRedaksi;Pilpres 2024, Tiga Parpol di Kota Bogor Perkuat Koalisi Indonesia Bersatu;Positif;pilpres parpol kota bogor kuat koalisi indonesia satu
1811;@Mayarena11;"Ridwan Kamil siap maju di pilpres tahun 2024, BersamaJuara yakin dan pasti melangkah kedepan demi lndonesia yang lebih baik 
Kang Emil";Positif;ridwan kamil maju pilpres bersamajuara lang depan lndonesia kang emil
1812;@antarasumbar;Pengamat nilai Erick Thohir berpeluang jadi capres pada Pilpres 2024;Positif;amat nilai erick thohir peluang capres pilpres
1813;@terbucinz;"Nama dua tokoh ini mulai diperhitungkan untuk di pasangkan di pilpres 2024 mendatang.

@erickthohir


#BangkitBersamaET 
https://wartaekonomi.co.id/read416051/duet-ganjar-erick-thohir-mulai-dijual-untuk-2024-ini-peluangnya…";Netral;nama tokoh hitung pasang pilpres erickthohir bangkitbersamaet
1814;@terbucinz;"DPW Partai NasDem Lampung akan mengusulkan Menteri BUMN Erick Thohir sebagai capres pada Pilpres 2024 mendatang.

#BangkitBersamaET 
https://jpnn.com/news/dpw-nasdem-lampung-usulkan-erick-thohir-jadi-capres-2024…";Positif;dpw partai nasdem lampung usul menteri bumn erick thohir capres pilpres bangkitbersamaet
1815;@indozonemedia;Ketua Pengurus Besar Nahdlatul Ulama (PBNU) KH Yahya Cholil Staquf (Gus Yahya) yang menyebutkan bahwa NU tidak boleh dijadikan sebagai alat politik menjelang Pemilu 2024.;Netral;ketua urus nahdlatul ulama pbnu kh yahya cholil staquf gus yahya nu jadi alat politik jelang milu
1816;@democrazymedia;Kajian Politik Merah Putih: Jokowi Diduga Jadi 'Makelar Ganjar' untuk Berselingkuh Oligarki di Pilpres 2024;Negatif;kaji politik merah putih jokowi duga makelar ganjar selingkuh oligarki pilpres
1817;@RiriRisnawati3;DPR Sepakat, KPU Anggarkan Rp 34,4 Triliun Honor Petugas Pemilu 2024;Positif;dpr sepakat kpu anggar rupiah triliun honor tugas milu
1818;@p3juangNKRI;"Jelang Rapat Kerja Nasional (Rakernas) Partai NasDem pada 15-17 Juni 2022, Dewan Perwakilan Wilayah Partai NasDem Lampung akan mengusulkan Menteri BUMN  Erick Thohir sebagai capres pada Pilpres 2024 mendatang.
Nasdem tidak salah pilih.
#BangkitBersamaET
https://jpnn.com/news/dpw-nasdem-lampung-usulkan-erick-thohir-jadi-capres-2024…";Positif;jelang rapat kerja nasional rakernas partai nasdem juni dewan wakil wilayah partai nasdem lampung usul menteri bumn erick thohir capres pilpres nasdem salah pilih bangkitbersamaet
1819;@tvrijateng;"Simak GEMA KEBANGSAAN sore ini dengan topik,
""Memperkuat Penerapan Demokrasi Pancasila Jelang Pemilu Serentak Tahun 2024""
Disiarkan langsung sore ini Rabu, 25 Mei 2022 pukul 17.00 WIB di #TVRIJawaTengah  

#gemakebangsaan #tvrijateng #demokrasipancasila #pemilu2024 #dialog";Positif;simak gema bangsa sore topik kuat terap demokrasi pancasila jelang milu serentak siar langsung sore rabu mei wib tvrijawatengah gemakebangsaan tvrijateng demokrasipancasila milu dialog
1820;@RDI_Semarang;"Wakil Ketua Komisi II DPR Saan Mustopa menyebutkan, masih terbuka peluang sejumlah Daerah Otonomi Baru (DOB) di Papua untuk mengikuti pelaksanaan Pemilu 2024.
https://nasional.sindonews.com/read/778105/12/jika-ruu-disahkan-daerah-otonomi-baru-di-papua-bisa-ikut-pemilu-2024-1653368756…
#RDIPandanaransemarang #RDIUpdate";Positif;wakil ketua komisi ii dpr saan mustopa buka peluang daerah otonomi dob papua ikut laksana milu rdipandanaransemarang rdiupdate
1821;@KPU_Enrekang;"#TemanPemilih 
Selasa (24/5) Ketua, Anggota dan Sekretaris KPU Kabupaten Enrekang mengikuti Rapat Pimpinan Pelaksanaan Tahapan Pemilu dan Pemilihan Serentak Tahun 2024 bersama KPU Provinsi dan KPU Kabupaten/Kota se Sulawesi Selatan, yang dilaksanakan-";Positif;temanpemilih selasa ketua anggota sekretaris kpu kabupaten enrekang ikut rapat pimpin laksana tahap milu pilih serentak kpu provinsi kpu kabupatenkota sulawesi selatan laksana
1822;@JKDaulay___;"ADA SATU LAGI CATATAN PENTING TERKAIT AJANG FORMULA E :

jangan ditunggangi dengan kepentingan politik Pilpres 2024.

apalagi kalau sampai dimanfaatkan untuk pencitraan dan curi start kampanye !

itu saja 
@aniesbaswedan";Positif;catat kait ajang formula e tunggang penting politik pilpres manfaat citra curi start kampanye aniesbaswedan
1823;@hajinewsonline;Adu Kekuatan Cak Imin Vs Gus Yahya Soal Massa NU di Pemilu 2024;Positif;adu kuat cak imin vs gus yahya massa nu milu
1824;@KPU_KotaSerang;"Hallo #TemanPemilih Kota Serang

KPU Kota Serang menghadiri undangan rapat Persiapan Pemilu dan Pemilihan serentak tahun 2024 di Bappeda Kota Serang, Selasa (24/05).

#KPUMelayani";Positif;hallo temanpemilih kota serang kpu kota serang hadir undang rapat siap milu pilih serentak bappeda kota serang selasa kpumelayani
1825;@BawasluDepok_;"Halo #SahabatBawaslu. Ketua Bawaslu Rahmat Bagja membeberkan sejumlah persiapan menjelang dimulainya tahapan Pemilu Serentak 2024 pada 14 Juni 2022 dalam Rapat Kerja (Raker) Komite I DPD RI, Bawaslu, dan KPU.


@bagja98
 
@bawaslu_RI";Positif;halo sahabatbawaslu ketua bawaslu rahmat bagja beber siap jelang tahap milu serentak juni rapat kerja raker komite i dpd ri bawaslu kpu bagja bawaslu ri
1826;@KPUBatu;JALIN KOMITMEN AMANKAN TAHAPAN PEMILU DAN PEMILIHAN 2024 - http://kpu-kotabatu.go.id/jalin-komitmen-amankan-tahapan-pemilu-dan-pemilihan-2024/…;Positif;jalin komitmen aman tahap milu pilih
1827;@PartaiPerindo;"Partai Perindo menyiapkan Caleg-Caleg berkualitas untuk maju di Pemilu 2024.

Caleg yang tak hanya berkompeten dan berintegritas, tetapi juga memiliki semangat tinggi memperjuangkan Indonesia sejahtera  https://m.facebook.com/story.php?story_fbid=554888679325564&id=100044133111325… #PerindoUpdate";Positif;partai perindo calegcaleg kualitas maju milu caleg kompeten integritas milik semangat juang indonesia sejahtera perindoupdate
1828;@BenLazuardy;Sosok Puan Maharani digadang-gadang maju di pilpres 2024 karena pengalaman panjang dalam pemerintahan dan parlemen. https://pic.twitter.com/5HTO0p1hRW;Netral;sosok puan maharani digadanggadang maju pilpres alam perintah parlemen
1829;@KelasKakdo;"Pak salim
Indomi 19000 lah
Buat tasyakuran pemilu 2024 nanti";Netral;salim indomi tasyakur milu
1830;@KabarSiang;Pengamanan Pemilu dan Pilkada 2024, Polri Gelar Operasi Mantap Brata;Positif;aman milu pilkada polri gelar operasi mantap brata
1831;@Abdulrif;Lihat saja di pileg dan pilpres 2024.;Netral;lihat pileg pilpres
1832;@BawasluSelayar;#SahabatBawaslu, Ketua Bawaslu Rahmat Bagja didampingi Anggota Bawaslu Puadi menghadiri Rapat Koordinasi Persiapan Pemilu dengan Komite I DPD RI dan KPU yang membahas persiapan pengawasan Pemilu Serentak 2024 di Jakarta, Selasa (24/5/2022).;Positif;sahabatbawaslu ketua bawaslu rahmat bagja damping anggota bawaslu puadi hadir rapat koordinasi siap milu komite i dpd ri kpu bahas siap awas milu serentak jakarta selasa
1833;@bawaslukabsmg;"*Hai Sahabat Bawaslu*

Yuuk simak... Webinar ""Mendorong Keterlibatan Generasi Muda dalam Mensukseskan Pemilu 2024""

Link Pendaftaran: https://forms.gle/6Qf2fbtVZZVRE4dp9…
Link Pertanyaan: https://s.id/pertanyaan21";Positif;hai sahabat bawaslu yuuk simak webinar dorong libat generasi muda sukses milu taut daftar taut
1834;@BayuAmanah;Puan fokus bekerja di DPR dan tak tergoda untuk melakukan manuver politik demi kepentingan Pemilu 2024.;Netral;puan fokus dpr goda manuver politik penting milu
1835;@detiksultracom;Honor PPK, PPS dan KPPS Naik di Pemilu 2024, KPU Sultra: Detail dan Besarannya Belum Ditahu;Positif;honor ppk pps kpps milu kpu sultra detail besar tahu
1836;@terkembang_4817;Pulangkan TKA RRC, KAMI Lintas Provinsi: Mereka Berpotensi Kacaukan Pilpres 2024;Netral;pulang tka rrc lintas provinsi potensi kacau pilpres
1837;@Monitorind_news;Pengamat politik dari Sekolah Tinggi Ilmu Sosial dan Ilmu Politik (STISIP) Setia Budhi Rangkasbitung Harits Hijrah Wicaksana menilai, kans Ketua DPR RI Puan Maharani maju pada Pemilihan Presiden (Pilpres) 2024 sangat berat jika di paksakan. #news #pilpres;Negatif;amat politik sekolah ilmu sosial ilmu politik stisip setia budhi rangkasbitung harits hijrah wicaksana nilai kans ketua dpr ri puan maharani maju pilih presiden pilpres berat paksa berita pilpres
1838;@KPUSumedang;"Ketua Divisi Sosialisasi dan SDM, serta Kasubag Hukum dan SDM KPU Kab. Sumedang menghadiri
Rapat Koordinasi SDM dengan sekretariat KPU Kabupaten/Kota Se-Jawa Barat, tema 'Menakar Kesiapan SDM Penyelenggara Pemilu dan Pemilihan Tahun 2024'.
24/05/22


@KPU_ID";Positif;ketua divisi sosialisasi sdm kasubag hukum sdm kpu kab sumedang hadir rapat koordinasi sdm sekretariat kpu kabupatenkota sejawa barat tema takar kesiap sdm selenggara milu pilih kpu id
1839;@bawaslukuansing;#SahabatBawaslu, Ketua Bawaslu Rahmat Bagja didampingi Anggota Bawaslu Puadi menghadiri Rapat Koordinasi Persiapan Pemilu dengan Komite I DPD RI dan KPU yang membahas persiapan pengawasan Pemilu Serentak 2024 di Jakarta, Selasa (24/5/2022).;Positif;sahabatbawaslu ketua bawaslu rahmat bagja damping anggota bawaslu puadi hadir rapat koordinasi siap milu komite i dpd ri kpu bahas siap awas milu serentak jakarta selasa
1840;@putribungsu_16;"Jelang Rakernas Partai NasDem pada 15-17 Juni 2022, DPW Lampung akan mengusulkan Menteri BUMN  ERICK THOHIR sebagai capres pada Pilpres 2024. Menurut Herman, ada empat nama yang diusulkan, salah satunya Erick Thohir. Toop

@erickthohir

#BangkitBersamaET";Positif;jelang rakernas partai nasdem juni dpw lampung usul menteri bumn erick thohir capres pilpres herman nama usul salah satu erick thohir toop erickthohir bangkitbersamaet
1841;@yvindonesia1;"Tetapkan jadwal dan anggaran pemilu 2024 sebelum bulan juni - Tandatangani Petisi! https://chng.it/LzF8QGgT via 
@ChangeOrg_ID";Netral;tetap jadwal anggar milu juni tandatangani petisi via changeorg id
1842;@idnpos_com;Isu “Pak Dhe” Dukung Ganjar-Erick Pilpres 2024, Said Didu: Ada yg Modalin! | tvOne https://viral.idnpos.com/video/isu-pak-dhe-dukung-ganjar-erick-pilpres-2024-said-didu-ada-yang-modalin-tvone… #Video #2024 #ada #apakabarindonesia #berita;Positif;isu dhe dukung ganjarerick pilpres said didu modalin tvone video apakabarindonesia berita
1843;@coachaddie_off;"Niat Singapura ""Tenggelamkan"" Anies di Pilpres 2024, Saat 
@aniesbaswedan
 menyembunyikan Pertemuan ini dengan tidak mempostingnya,Justru 
@LawrenceWongST
 mempostingnya, Ketika Ummat Islam dan Bangsa Melayu termasuk 
@official_uas
 sepertinya akn mendukung Anies di Pilpres 2024 nanti.";Negatif;niat singapura tenggelam anies pilpres aniesbaswedan sembunyi temu mempostingnyajustru lawrencewongst mempostingnya ummat islam bangsa melayu official uas akn dukung anies pilpres
